pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
-50.0,x,3,0,12,0,,,,,42.40361908399973,43.40299520900044,43.40299520900044,43.40299520900044,43.40299520900044,43.40299520900044,44.40344729200024,44.40344729200024,x,1,0.7850942080003733,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
150.0,v,3,1,13,1,,,,,45.220537834000424,46.22081200000048,46.22081200000048,46.22081200000048,46.22081200000048,46.22081200000048,47.20407416699982,47.20407416699982,v,1,1.0601919999999154,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
50.0,c,3,2,14,2,,,,,48.287711292000495,49.287618584000484,49.287618584000484,49.287618584000484,49.287618584000484,49.287618584000484,50.28742629200042,50.28742629200042,c,1,0.7736418320000666,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-150.0,z,3,3,15,3,,,,,51.087720999999874,52.08769341700008,52.08769341700008,52.08769341700008,52.08769341700008,52.08769341700008,53.08745912500035,53.08745912500035,z,1,0.8884075829992071,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-50.0,x,4,0,16,0,,,,,54.004114334000406,55.00398979199963,55.00398979199963,55.00398979199963,55.00398979199963,55.00398979199963,55.98770387500008,55.98770387500008,x,1,0.6576419159991929,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
150.0,v,4,1,17,1,,,,,56.67090783399999,57.67082241699973,57.67082241699973,57.67082241699973,57.67082241699973,57.67082241699973,58.67145325000001,58.67145325000001,v,1,0.5991122079994966,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
50.0,c,4,2,18,2,,,,,59.28813012499995,60.288223249999646,60.288223249999646,60.288223249999646,60.288223249999646,60.288223249999646,61.28794025000025,61.28794025000025,c,1,0.8530077489995165,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-150.0,z,4,3,19,3,,,,,62.17091845899995,63.17135679199964,63.17135679199964,63.17135679199964,63.17135679199964,63.17135679199964,64.17085533400041,64.17085533400041,z,1,0.8586324580001019,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
-50.0,x,5,0,20,0,,,,,65.05422954200003,66.05413412500002,66.05413412500002,66.05413412500002,66.05413412500002,66.05413412500002,67.0539046670001,67.0539046670001,x,1,0.7580538329993942,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
150.0,v,5,1,21,1,,,,,67.8372228750004,68.83794462500009,68.83794462500009,68.83794462500009,68.83794462500009,68.83794462500009,69.83749524999985,69.83749524999985,v,1,0.6816583749996425,203534,001,2022-09-30_11h59.33.809,lab tut 4,2022.2.4,60.131613067922224,
